2013030809001SS1SS2,03-08-2013,09:00,10:00,SS1,Lost Mt. Field #1,Game,SS2,,
2013030809002SS3SS4,03-08-2013,09:00,10:00,SS3,Lost Mt. Field #2,Game,SS4,,
201303080900310UF110UF2,03-08-2013,09:00,10:15,10UF1,Lost Mt. Field #3,Game,10UF2,,
2013030809004SRS3SRS4,03-08-2013,09:00,10:00,SRS3,Lost Mt. Field #4,Game,SRS4,,
20130308090058U18U2,03-08-2013,09:00,10:00,8U1,Lost Mt. Field #5,Game,8U2,,
2013030810001SRS1SRS2,03-08-2013,10:00,11:00,SRS1,Lost Mt. Field #1,Game,SRS2,,
201303081000214UF114UF2,03-08-2013,10:00,11:15,14UF1,Lost Mt. Field #2,Game,14UF2,,
201303081015310UF310UF4,03-08-2013,10:15,11:30,10UF3,Lost Mt. Field #3,Game,10UF4,,
20130308100048U78U8,03-08-2013,10:00,11:00,8U7,Lost Mt. Field #4,Game,8U8,,
20130308100058U58U6,03-08-2013,10:00,11:00,8U5,Lost Mt. Field #5,Game,8U6,,
201303081100112UF112UF2,03-08-2013,11:00,12:15,12UF1,Lost Mt. Field #1,Game,12UF2,,
201303081115215F115F2,03-08-2013,11:15,12:30,15F1,Lost Mt. Field #2,Game,15F2,,
201303081130310UF510UF6,03-08-2013,11:30,12:45,10UF5,Lost Mt. Field #3,Game,10UF6,,
201303081100412US112US2,03-08-2013,11:00,12:15,12US1,Lost Mt. Field #4,Game,12US2,,
20130308110058U38U4,03-08-2013,11:00,12:00,8U3,Lost Mt. Field #5,Game,8U4,,
201303081215112UF512UF6,03-08-2013,12:15,13:30,12UF5,Lost Mt. Field #1,Game,12UF6,,
201303081230215F315F4,03-08-2013,12:30,13:45,15F3,Lost Mt. Field #2,Game,15F4,,
201303081245310UF710UF8,03-08-2013,12:45,14:00,10UF7,Lost Mt. Field #3,Game,10UF8,,
201303081200414US114US2,03-08-2013,12:00,13:00,14US1,Lost Mt. Field #4,Game,14US2,,
20130308120058U98U10,03-08-2013,12:00,13:00,8U9,Lost Mt. Field #5,Game,8U10,,
201303081330112UF312UF4,03-08-2013,13:30,14:45,12UF3,Lost Mt. Field #1,Game,12UF4,,
201303081345215F515F6,03-08-2013,13:45,15:00,15F5,Lost Mt. Field #2,Game,15F6,,
201303081400310UF910UF10,03-08-2013,14:00,15:15,10UF9,Lost Mt. Field #3,Game,10UF10,,
201303081300414US314US4,03-08-2013,13:00,14:00,14US3,Lost Mt. Field #4,Game,14US4,,
20130308130058U118U12,03-08-2013,13:00,14:00,8U11,Lost Mt. Field #5,Game,8U12,,
2013031018151SS1SS5,03-10-2013,18:15,19:15,SS1,Lost Mt. Field #1,Game,SS5,,
2013031018152SRS1SRS5,03-10-2013,18:15,19:15,SRS1,Lost Mt. Field #2,Game,SRS5,,
20130310181538U18U3,03-10-2013,18:15,19:15,8U1,Lost Mt. Field #3,Game,8U3,,
20130310181548U28U4,03-10-2013,18:15,19:15,8U2,Lost Mt. Field #4,Game,8U4,,
201303101815510UF110UF3,03-10-2013,18:15,19:30,10UF1,Lost Mt. Field #5,Game,10UF3,,
201303101915319US119US2,03-10-2013,19:15,20:15,19US1,Lost Mt. Field #3,Game,19US2,,
201303101915419US319US4,03-10-2013,19:15,20:15,19US3,Lost Mt. Field #4,Game,19US4,,
201303101930515F315F6,03-10-2013,19:30,20:45,15F3,Lost Mt. Field #5,Game,15F6,,
2013031118151SS2SS4,03-11-2013,18:15,19:15,SS2,Lost Mt. Field #1,Game,SS4,,
20130311181528U58U7,03-11-2013,18:15,19:15,8U5,Lost Mt. Field #2,Game,8U7,,
20130311181538U68U8,03-11-2013,18:15,19:15,8U6,Lost Mt. Field #3,Game,8U8,,
201303111815412UF112UF7,03-11-2013,18:15,19:30,12UF1,Lost Mt. Field #4,Game,12UF7,,
201303111815510UF610UF9,03-11-2013,18:15,19:30,10UF6,Lost Mt. Field #5,Game,10UF9,,
201303111915115F215F5,03-11-2013,19:15,20:30,15F2,Lost Mt. Field #1,Game,15F5,,
201303111915214UF114UF3,03-11-2013,19:15,20:30,14UF1,Lost Mt. Field #2,Game,14UF3,,
201303111915312US112US3,03-11-2013,19:15,20:30,12US1,Lost Mt. Field #3,Game,12US3,,
201303111930412UF212UF6,03-11-2013,19:30,20:45,12UF2,Lost Mt. Field #4,Game,12UF6,,
201303111930510UF510UF7,03-11-2013,19:30,20:45,10UF5,Lost Mt. Field #5,Game,10UF7,,
201303112030115F115F4,03-11-2013,20:30,21:45,15F1,Lost Mt. Field #1,Game,15F4,,
201303112015314US114US3,03-11-2013,20:15,21:15,14US1,Lost Mt. Field #3,Game,14US3,,
2013031318151SRS2SRS4,03-13-2013,18:15,19:15,SRS2,Lost Mt. Field #1,Game,SRS4,,
20130313181528U98U11,03-13-2013,18:15,19:15,8U9,Lost Mt. Field #2,Game,8U11,,
20130313181538U108U12,03-13-2013,18:15,19:15,8U10,Lost Mt. Field #3,Game,8U12,,
2013031318154SS1SS4,03-13-2013,18:15,19:15,SS1,Lost Mt. Field #4,Game,SS4,,
201303131815512UF212UF7,03-13-2013,18:15,19:30,12UF2,Lost Mt. Field #5,Game,12UF7,,
201303131915119US119US5,03-13-2013,19:15,20:15,19US1,Lost Mt. Field #1,Game,19US5,,
201303131915210UF410UF2,03-13-2013,19:15,20:30,10UF4,Lost Mt. Field #2,Game,10UF2,,
201303131915312US212US3,03-13-2013,19:15,20:30,12US2,Lost Mt. Field #3,Game,12US3,,
201303131930410UF810UF10,03-13-2013,19:30,20:45,10UF8,Lost Mt. Field #4,Game,10UF10,,
201303131930512UF312UF5,03-13-2013,19:30,20:45,12UF3,Lost Mt. Field #5,Game,12UF5,,
201303132015119US219US4,03-13-2013,20:15,21:15,19US2,Lost Mt. Field #1,Game,19US4,,
201303132030215F115F3,03-13-2013,20:30,21:45,15F1,Lost Mt. Field #2,Game,15F3,,
201303132015314US214US4,03-13-2013,20:15,21:15,14US2,Lost Mt. Field #3,Game,14US4,,
201303132045414UF214UF3,03-13-2013,20:45,22:00,14UF2,Lost Mt. Field #4,Game,14UF3,,
2013031718151SS2SS3,03-17-2013,18:15,19:15,SS2,Lost Mt. Field #1,Game,SS3,,
2013031718152SRS4SRS3,03-17-2013,18:15,19:15,SRS4,Lost Mt. Field #2,Game,SRS3,,
20130317181538U18U5,03-17-2013,18:15,19:15,8U1,Lost Mt. Field #3,Game,8U5,,
20130317181548U98U7,03-17-2013,18:15,19:15,8U9,Lost Mt. Field #4,Game,8U7,,
201303171815510UF710UF9,03-17-2013,18:15,19:30,10UF7,Lost Mt. Field #5,Game,10UF9,,
201303171915112UF512UF7,03-17-2013,19:15,20:30,12UF5,Lost Mt. Field #1,Game,12UF7,,
201303171915219US319US5,03-17-2013,19:15,20:15,19US3,Lost Mt. Field #2,Game,19US5,,
201303171915312US312US2,03-17-2013,19:15,20:30,12US3,Lost Mt. Field #3,Game,12US2,,
201303171915412UF112UF4,03-17-2013,19:15,20:30,12UF1,Lost Mt. Field #4,Game,12UF4,,
201303171930510UF410UF8,03-17-2013,19:30,20:45,10UF4,Lost Mt. Field #5,Game,10UF8,,
201303172030115F115F6,03-17-2013,20:30,21:45,15F1,Lost Mt. Field #1,Game,15F6,,
201303172015219US419US1,03-17-2013,20:15,21:15,19US4,Lost Mt. Field #2,Game,19US1,,
201303172015314US414US3,03-17-2013,20:15,21:15,14US4,Lost Mt. Field #3,Game,14US3,,
201303172030414UF214UF1,03-17-2013,20:30,21:45,14UF2,Lost Mt. Field #4,Game,14UF1,,
2013031818151SS4SS5,03-18-2013,18:15,19:15,SS4,Lost Mt. Field #1,Game,SS5,,
2013031818152SRS4SRS5,03-18-2013,18:15,19:15,SRS4,Lost Mt. Field #2,Game,SRS5,,
20130318181538U48U6,03-18-2013,18:15,19:15,8U4,Lost Mt. Field #3,Game,8U6,,
20130318181548U28U3,03-18-2013,18:15,19:15,8U2,Lost Mt. Field #4,Game,8U3,,
201303181815512UF412UF6,03-18-2013,18:15,19:30,12UF4,Lost Mt. Field #5,Game,12UF6,,
201303181915219US519US4,03-18-2013,19:15,20:15,19US5,Lost Mt. Field #2,Game,19US4,,
201303181915312US212US1,03-18-2013,19:15,20:30,12US2,Lost Mt. Field #3,Game,12US1,,
201303181915410UF210UF6,03-18-2013,19:15,20:30,10UF2,Lost Mt. Field #4,Game,10UF6,,
201303181930510UF110UF5,03-18-2013,19:30,20:45,10UF1,Lost Mt. Field #5,Game,10UF5,,
201303182015219US219US3,03-18-2013,20:15,21:15,19US2,Lost Mt. Field #2,Game,19US3,,
201303182015314US214US1,03-18-2013,20:15,21:15,14US2,Lost Mt. Field #3,Game,14US1,,
201303182030414UF314UF2,03-18-2013,20:30,21:45,14UF3,Lost Mt. Field #4,Game,14UF2,,
201303201815110UF810UF9,03-20-2013,18:15,19:30,10UF8,Lost Mt. Field #1,Game,10UF9,,
2013032018152SRS2SRS3,03-20-2013,18:15,19:15,SRS2,Lost Mt. Field #2,Game,SRS3,,
2013032018153SS3SS5,03-20-2013,18:15,19:15,SS3,Lost Mt. Field #3,Game,SS5,,
20130320181548U128U8,03-20-2013,18:15,19:15,8U12,Lost Mt. Field #4,Game,8U8,,
20130320181558U108U11,03-20-2013,18:15,19:15,8U10,Lost Mt. Field #5,Game,8U11,,
201303201930112UF212UF5,03-20-2013,19:30,20:45,12UF2,Lost Mt. Field #1,Game,12UF5,,
201303201915212UF412UF7,03-20-2013,19:15,20:30,12UF4,Lost Mt. Field #2,Game,12UF7,,
201303201915312UF612UF3,03-20-2013,19:15,20:30,12UF6,Lost Mt. Field #3,Game,12UF3,,
201303201915415F415F2,03-20-2013,19:15,20:30,15F4,Lost Mt. Field #4,Game,15F2,,
201303201915510UF310UF10,03-20-2013,19:15,20:30,10UF3,Lost Mt. Field #5,Game,10UF10,,
201303202030215F315F5,03-20-2013,20:30,21:45,15F3,Lost Mt. Field #2,Game,15F5,,
201303202030314UF314UF1,03-20-2013,20:30,21:45,14UF3,Lost Mt. Field #3,Game,14UF1,,
2013032209001SS1SS3,03-22-2013,09:00,10:00,SS1,Lost Mt. Field #1,Game,SS3,,
2013032209002SS2SS5,03-22-2013,09:00,10:00,SS2,Lost Mt. Field #2,Game,SS5,,
201303220900310UF110UF6,03-22-2013,09:00,10:15,10UF1,Lost Mt. Field #3,Game,10UF6,,
2013032209004SRS1SRS3,03-22-2013,09:00,10:00,SRS1,Lost Mt. Field #4,Game,SRS3,,
20130322090058U18U10,03-22-2013,09:00,10:00,8U1,Lost Mt. Field #5,Game,8U10,,
2013032210001SRS2SRS5,03-22-2013,10:00,11:00,SRS2,Lost Mt. Field #1,Game,SRS5,,
201303221000214UF214UF3,03-22-2013,10:00,11:15,14UF2,Lost Mt. Field #2,Game,14UF3,,
201303221015310UF310UF8,03-22-2013,10:15,11:30,10UF3,Lost Mt. Field #3,Game,10UF8,,
20130322100048U128U6,03-22-2013,10:00,11:00,8U12,Lost Mt. Field #4,Game,8U6,,
20130322100058U28U7,03-22-2013,10:00,11:00,8U2,Lost Mt. Field #5,Game,8U7,,
201303221100112UF312UF7,03-22-2013,11:00,12:15,12UF3,Lost Mt. Field #1,Game,12UF7,,
201303221115215F115F5,03-22-2013,11:15,12:30,15F1,Lost Mt. Field #2,Game,15F5,,
201303221130310UF210UF7,03-22-2013,11:30,12:45,10UF2,Lost Mt. Field #3,Game,10UF7,,
201303221100412US212US3,03-22-2013,11:00,12:15,12US2,Lost Mt. Field #4,Game,12US3,,
20130322110058U38U8,03-22-2013,11:00,12:00,8U3,Lost Mt. Field #5,Game,8U8,,
201303221215112UF112UF6,03-22-2013,12:15,13:30,12UF1,Lost Mt. Field #1,Game,12UF6,,
201303221230215F215F3,03-22-2013,12:30,13:45,15F2,Lost Mt. Field #2,Game,15F3,,
201303221245310UF410UF9,03-22-2013,12:45,14:00,10UF4,Lost Mt. Field #3,Game,10UF9,,
201303221200414US314US1,03-22-2013,12:00,13:00,14US3,Lost Mt. Field #4,Game,14US1,,
20130322120058U98U4,03-22-2013,12:00,13:00,8U9,Lost Mt. Field #5,Game,8U4,,
201303221330112UF212UF4,03-22-2013,13:30,14:45,12UF2,Lost Mt. Field #1,Game,12UF4,,
201303221345215F415F6,03-22-2013,13:45,15:00,15F4,Lost Mt. Field #2,Game,15F6,,
201303221400310UF510UF10,03-22-2013,14:00,15:15,10UF5,Lost Mt. Field #3,Game,10UF10,,
201303221300414US414US2,03-22-2013,13:00,14:00,14US4,Lost Mt. Field #4,Game,14US2,,
20130322130058U118U5,03-22-2013,13:00,14:00,8U11,Lost Mt. Field #5,Game,8U5,,
2013032418151SS4SS1,03-24-2013,18:15,19:15,SS4,Lost Mt. Field #1,Game,SS1,,
2013032418152SRS1SRS4,03-24-2013,18:15,19:15,SRS1,Lost Mt. Field #2,Game,SRS4,,
20130324181538U78U1,03-24-2013,18:15,19:15,8U7,Lost Mt. Field #3,Game,8U1,,
20130324181548U108U2,03-24-2013,18:15,19:15,8U10,Lost Mt. Field #4,Game,8U2,,
20130324181558U88U11,03-24-2013,18:15,19:15,8U8,Lost Mt. Field #5,Game,8U11,,
2013032419151SRS3SRS5,03-24-2013,19:15,20:15,SRS3,Lost Mt. Field #1,Game,SRS5,,
201303241915212UF412UF5,03-24-2013,19:15,20:30,12UF4,Lost Mt. Field #2,Game,12UF5,,
201303241915310UF110UF7,03-24-2013,19:15,20:30,10UF1,Lost Mt. Field #3,Game,10UF7,,
201303241915419US119US4,03-24-2013,19:15,20:15,19US1,Lost Mt. Field #4,Game,19US4,,
201303241930510UF610UF4,03-24-2013,19:30,20:45,10UF6,Lost Mt. Field #5,Game,10UF4,,
201303242030214UF114UF2,03-24-2013,20:30,21:45,14UF1,Lost Mt. Field #2,Game,14UF2,,
201303242030315F615F3,03-24-2013,20:30,21:45,15F6,Lost Mt. Field #3,Game,15F3,,
201303242015419US319US2,03-24-2013,20:15,21:15,19US3,Lost Mt. Field #4,Game,19US2,,
2013032518151SS3SS2,03-25-2013,18:15,19:15,SS3,Lost Mt. Field #1,Game,SS2,,
2013032518152SRS5SRS4,03-25-2013,18:15,19:15,SRS5,Lost Mt. Field #2,Game,SRS4,,
20130325181538U38U5,03-25-2013,18:15,19:15,8U3,Lost Mt. Field #3,Game,8U5,,
20130325181548U48U8,03-25-2013,18:15,19:15,8U4,Lost Mt. Field #4,Game,8U8,,
201303251815510UF510UF8,03-25-2013,18:15,19:30,10UF5,Lost Mt. Field #5,Game,10UF8,,
201303251915114US214US3,03-25-2013,19:15,20:15,14US2,Lost Mt. Field #1,Game,14US3,,
201303251915212UF112UF5,03-25-2013,19:15,20:30,12UF1,Lost Mt. Field #2,Game,12UF5,,
201303251915312UF212UF3,03-25-2013,19:15,20:30,12UF2,Lost Mt. Field #3,Game,12UF3,,
201303251915412US112US2,03-25-2013,19:15,20:30,12US1,Lost Mt. Field #4,Game,12US2,,
201303251930510UF210UF10,03-25-2013,19:30,20:45,10UF2,Lost Mt. Field #5,Game,10UF10,,
201303252015114US114US4,03-25-2013,20:15,21:15,14US1,Lost Mt. Field #1,Game,14US4,,
201303252030214UF114UF3,03-25-2013,20:30,21:45,14UF1,Lost Mt. Field #2,Game,14UF3,,
201303252030315F415F5,03-25-2013,20:30,21:45,15F4,Lost Mt. Field #3,Game,15F5,,
201303252015419US319US1,03-25-2013,20:15,21:15,19US3,Lost Mt. Field #4,Game,19US1,,
2013032718151SS5SS4,03-27-2013,18:15,19:15,SS5,Lost Mt. Field #1,Game,SS4,,
2013032718152SRS3SRS2,03-27-2013,18:15,19:15,SRS3,Lost Mt. Field #2,Game,SRS2,,
20130327181538U98U12,03-27-2013,18:15,19:15,8U9,Lost Mt. Field #3,Game,8U12,,
20130327181548U118U6,03-27-2013,18:15,19:15,8U11,Lost Mt. Field #4,Game,8U6,,
20130327181558U108U7,03-27-2013,18:15,19:15,8U10,Lost Mt. Field #5,Game,8U7,,
2013032719151SRS4SRS1,03-27-2013,19:15,20:15,SRS4,Lost Mt. Field #1,Game,SRS1,,
201303271915212US312US1,03-27-2013,19:15,20:30,12US3,Lost Mt. Field #2,Game,12US1,,
201303271915312UF112UF3,03-27-2013,19:15,20:30,12UF1,Lost Mt. Field #3,Game,12UF3,,
201303271915412UF612UF7,03-27-2013,19:15,20:30,12UF6,Lost Mt. Field #4,Game,12UF7,,
201303271930510UF310UF9,03-27-2013,19:30,20:45,10UF3,Lost Mt. Field #5,Game,10UF9,,
201303272015219US219US5,03-27-2013,20:15,21:15,19US2,Lost Mt. Field #2,Game,19US5,,
201303272030315F515F2,03-27-2013,20:30,21:45,15F5,Lost Mt. Field #3,Game,15F2,,
201303272030415F415F1,03-27-2013,20:30,21:45,15F4,Lost Mt. Field #4,Game,15F1,,
2013040718151SS2SS3,04-07-2013,18:15,19:15,SS2,Lost Mt. Field #1,Game,SS3,,
2013040718152SRS5SRS1,04-07-2013,18:15,19:15,SRS5,Lost Mt. Field #2,Game,SRS1,,
20130407181538U88U1,04-07-2013,18:15,19:15,8U8,Lost Mt. Field #3,Game,8U1,,
20130407181548U128U2,04-07-2013,18:15,19:15,8U12,Lost Mt. Field #4,Game,8U2,,
201304071815510UF110UF8,04-07-2013,18:15,19:30,10UF1,Lost Mt. Field #5,Game,10UF8,,
201304071915114US314US2,04-07-2013,19:15,20:15,14US3,Lost Mt. Field #1,Game,14US2,,
201304071915212US112US3,04-07-2013,19:15,20:30,12US1,Lost Mt. Field #2,Game,12US3,,
201304071915310UF310UF6,04-07-2013,19:15,20:30,10UF3,Lost Mt. Field #3,Game,10UF6,,
201304071915410UF710UF10,04-07-2013,19:15,20:30,10UF7,Lost Mt. Field #4,Game,10UF10,,
201304071930510UF210UF9,04-07-2013,19:30,20:45,10UF2,Lost Mt. Field #5,Game,10UF9,,
201304072015119US419US5,04-07-2013,20:15,21:15,19US4,Lost Mt. Field #1,Game,19US5,,
201304072015219US119US3,04-07-2013,20:15,21:15,19US1,Lost Mt. Field #2,Game,19US3,,
201304072030415F615F5,04-07-2013,20:30,21:45,15F6,Lost Mt. Field #4,Game,15F5,,
2013040818151SS5SS1,04-08-2013,18:15,19:15,SS5,Lost Mt. Field #1,Game,SS1,,
2013040818152SRS4SRS5,04-08-2013,18:15,19:15,SRS4,Lost Mt. Field #2,Game,SRS5,,
20130408181538U118U3,04-08-2013,18:15,19:15,8U11,Lost Mt. Field #3,Game,8U3,,
20130408181548U108U4,04-08-2013,18:15,19:15,8U10,Lost Mt. Field #4,Game,8U4,,
201304081815510UF310UF5,04-08-2013,18:15,19:30,10UF3,Lost Mt. Field #5,Game,10UF5,,
201304081915112US212US1,04-08-2013,19:15,20:30,12US2,Lost Mt. Field #1,Game,12US1,,
201304081915212UF512UF3,04-08-2013,19:15,20:30,12UF5,Lost Mt. Field #2,Game,12UF3,,
201304081915312UF712UF2,04-08-2013,19:15,20:30,12UF7,Lost Mt. Field #3,Game,12UF2,,
201304081915414US114US2,04-08-2013,19:15,20:15,14US1,Lost Mt. Field #4,Game,14US2,,
201304081930510UF610UF10,04-08-2013,19:30,20:45,10UF6,Lost Mt. Field #5,Game,10UF10,,
201304082015119US119US5,04-08-2013,20:15,21:15,19US1,Lost Mt. Field #1,Game,19US5,,
201304082030214UF214UF1,04-08-2013,20:30,21:45,14UF2,Lost Mt. Field #2,Game,14UF1,,
